ntd_id,legacy_ntd_id,agency_name,reporter_acronym,doing_business_as,reporter_status,reporter_type,reporting_module,organization_type,reported_by_ntd_id,reported_by_name,subrecipient_type,fy_end_date,original_due_date,address_line_1,address_line_2,p_o_box,city,state,zip_code,zip_code_ext,region,url,fta_recipient_id,duns_number,service_area_sq_miles,service_area_pop,primary_uza,uza_name,tribal_area_name,population,density,sq_miles,voms_do,voms_pt,total_voms,volunteer_drivers,personal_vehicles,tam_tier,mode_ar,mode_cb,mode_cc,mode_cr,mode_dr,mode_dt,mode_fb,mode_hr,mode_ip,mode_jt,mode_lr,mode_mb,mode_mg,mode_or,mode_pb,mode_rb,mode_sr,mode_tb,mode_tr,mode_vp,mode_yr,mode_total,mb_only,dr_only,vp_only,mb_dr,vrm_ar,vrm_cb,vrm_cc,vrm_cr,vrm_dr,vrm_dt,vrm_fb,vrm_hr,vrm_ip,vrm_jt,vrm_lr,vrm_mb,vrm_mg,vrm_or,vrm_pb,vrm_rb,vrm_sr,vrm_tb,vrm_tr,vrm_vp,vrm_yr,vrm_total,vrh_ar,vrh_cb,vrh_cc,vrh_cr,vrh_dr,vrh_dt,vrh_fb,vrh_hr,vrh_ip,vrh_jt,vrh_lr,vrh_mb,vrh_mg,vrh_or,vrh_pb,vrh_rb,vrh_sr,vrh_tb,vrh_tr,vrh_vp,vrh_yr,vrh_total,upt_ar,upt_cb,upt_cc,upt_cr,upt_dr,upt_dt,upt_fb,upt_hr,upt_ip,upt_jt,upt_lr,upt_mb,upt_mg,upt_or,upt_pb,upt_rb,upt_sr,upt_tb,upt_tr,upt_vp,upt_yr,upt_total
90253,,City of Bell Gardens,BG,,Active,Reduced Reporter,Urban,"City, County or Local Government Unit or Department of Transportation",,,,6/30/2019,10/31/2019,7100 Garfield Ave,,,Bell Gardens,CA,90201,,9,www.bellgardens.org/government/city-departments/public-works/transportation,,4947685.0,2,"42,889",2.0,"Los Angeles-Long Beach-Anaheim, CA",,"12,150,996","6,999","1,736",,6,6,,,Tier II,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0,0,0,0," 48,214",0,0,0,0.0,0.0,0," 98,467",0,0.0,0,0,0,0,0,0,0,146681.0,0,0,0,0," 5,989",0,0,0,0.0,0.0,0," 9,450",0,0.0,0,0,0,0,0,0,0,15439.0,0.0,0,0,0," 32,402",0,0,0,0.0,0.0,0," 131,018",0,0.0,0,0,0,0,0,0,0,163420.0
90254,,City of Bellflower,BLF,,Active,Reduced Reporter,Urban,"City, County or Local Government Unit or Department of Transportation",,,,6/30/2019,10/31/2019,16660 Civic Center Drive,,,Bellflower,CA,90706,,9,https://www.bellflower.org/resources/transportation/default.asp,5566.0,76209873.0,6,"78,106",2.0,"Los Angeles-Long Beach-Anaheim, CA",,"12,150,996","6,999","1,736",,4,4,,,Tier II,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0,0,0,0," 24,073",0,0,0,0.0,0.0,0," 70,606",0,0.0,0,0,0,0,0,0,0,94679.0,0,0,0,0," 3,100",0,0,0,0.0,0.0,0," 4,967",0,0.0,0,0,0,0,0,0,0,8067.0,0.0,0,0,0," 5,630",0,0,0,0.0,0.0,0," 68,554",0,0.0,0,0,0,0,0,0,0,74184.0
90255,,City of Beverly Hills,,,Active,Reduced Reporter,Urban,"City, County or Local Government Unit or Department of Transportation",,,,6/30/2019,10/31/2019,455 North Rexford Drive,,,Beverly Hills,CA,90210,,9,www.beverlyhills.org,5566.0,75292003.0,6,"34,484",2.0,"Los Angeles-Long Beach-Anaheim, CA",,"12,150,996","6,999","1,736",,4,4,,,Tier II,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0,0,0,0," 26,713",0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0,0,0,0,26713.0,0,0,0,0," 6,869",0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0,0,0,0,6869.0,0.0,0,0,0," 9,750",0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0,0,0,0,9750.0
90256,,City of Burbank,,,Active,Reduced Reporter,Urban,"City, County or Local Government Unit or Department of Transportation",,,,6/30/2019,10/31/2019,150 North Third Street,,,Burbank,CA,91502,,9,www.burbankbus.org,5566.0,71906432.0,17,"103,695",2.0,"Los Angeles-Long Beach-Anaheim, CA",,"12,150,996","6,999","1,736",,14,14,,,Tier II,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0," 304,648",0,0.0,0,0,0,0,0,0,0,304648.0,0,0,0,0,0,0,0,0,0.0,0.0,0," 26,095",0,0.0,0,0,0,0,0,0,0,26095.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0," 213,707",0,0.0,0,0,0,0,0,0,0,213707.0
90257,,City of Calabasas,COC,,Active,Reduced Reporter,Urban,"City, County or Local Government Unit or Department of Transportation",,,,6/30/2019,10/31/2019,100 Civic Center Way,,,Calabasas,CA,91302,,9,www.cityofcalabasas.com,6071.0,804742310.0,13,"24,075",2.0,"Los Angeles-Long Beach-Anaheim, CA",,"12,150,996","6,999","1,736",,13,13,,,Tier II,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0,0,0,0," 14,932",0,0,0,0.0,0.0,0," 107,286",0,0.0,0,0,0,0,0,0,0,122218.0,0,0,0,0," 2,697",0,0,0,0.0,0.0,0," 9,650",0,0.0,0,0,0,0,0,0,0,12347.0,0.0,0,0,0," 2,261",0,0,0,0.0,0.0,0," 44,345",0,0.0,0,0,0,0,0,0,0,46606.0
90258,,City of Carson,,,Active,Reduced Reporter,Urban,"City, County or Local Government Unit or Department of Transportation",,,,6/30/2019,10/31/2019,801 E. Carson Street,,,Carson,CA,90745,,9,http://ci.carson.ca.us/CommunityServices/Transportation.aspx,,78806056.0,19,"91,714",2.0,"Los Angeles-Long Beach-Anaheim, CA",,"12,150,996","6,999","1,736",,15,15,,,Tier II,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0,0,0,0,0," 94,528",0,0,0.0,0.0,0," 341,180",0,0.0,0,0,0,0,0,0,0,435708.0,0,0,0,0,0," 5,831",0,0,0.0,0.0,0," 27,951",0,0.0,0,0,0,0,0,0,0,33782.0,0.0,0,0,0,0," 55,206",0,0,0.0,0.0,0," 212,386",0,0.0,0,0,0,0,0,0,0,267592.0
90259,,City of Cerritos,,,Active,Reduced Reporter,Urban,"City, County or Local Government Unit or Department of Transportation",,,,6/30/2019,10/31/2019,18125 Bloomfield Avenue,,,Cerritos,CA,90703,,9,www.cerritos.us,0.0,940944531.0,9,"50,004",2.0,"Los Angeles-Long Beach-Anaheim, CA",,"12,150,996","6,999","1,736",,16,16,,,Tier II,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0,0,0,0," 62,137",0,0,0,0.0,0.0,0," 175,292",0,0.0,0,0,0,0,0,0,0,237429.0,0,0,0,0," 6,586",0,0,0,0.0,0.0,0," 13,150",0,0.0,0,0,0,0,0,0,0,19736.0,0.0,0,0,0," 25,172",0,0,0,0.0,0.0,0," 111,329",0,0.0,0,0,0,0,0,0,0,136501.0
90260,,City of Compton  ,CRT,Compton Renaissance Transit Service,Active,Reduced Reporter,Urban,"City, County or Local Government Unit or Department of Transportation",,,,6/30/2019,10/31/2019,205 South Willowbrook Avenue,,,Compton,CA,90220,,9,www.comptoncity.org/visitors/transit.asp,5566.0,76248335.0,10,"97,612",2.0,"Los Angeles-Long Beach-Anaheim, CA",,"12,150,996","6,999","1,736",2,5,7,,,Tier II,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0,0,0,0," 23,215",0,0,0,0.0,0.0,0," 129,101",0,0.0,0,0,0,0,0,0,0,152316.0,0,0,0,0," 1,440",0,0,0,0.0,0.0,0," 11,720",0,0.0,0,0,0,0,0,0,0,13160.0,0.0,0,0,0," 4,544",0,0,0,0.0,0.0,0," 58,527",0,0.0,0,0,0,0,0,0,0,63071.0
90261,,City of Covina,,,Active,Reduced Reporter,Urban,"City, County or Local Government Unit or Department of Transportation",,,,6/30/2019,10/31/2019,125 E. College Street,,,Covina,CA,91723,2199.0,9,https://covinaca.gov/publicworks/page/covina-transit,,933584278.0,8,"48,508",2.0,"Los Angeles-Long Beach-Anaheim, CA",,"12,150,996","6,999","1,736",,5,5,,,Tier II,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0,0,0,0," 61,104",0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0,0,0,0,61104.0,0,0,0,0," 7,054",0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0,0,0,0,7054.0,0.0,0,0,0," 20,668",0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0,0,0,0,20668.0
90262,,City of Cudahy,COC,,Active,Reduced Reporter,Urban,"City, County or Local Government Unit or Department of Transportation",,,,6/30/2019,10/31/2019,5220 Santa Ana St.,,,Cudahy,CA,90201,,9,http://www.cityofcudahy.com/uploads/5/3/9/9/53994499/cart.pdf,,91419028.0,1,"24,103",2.0,"Los Angeles-Long Beach-Anaheim, CA",,"12,150,996","6,999","1,736",,6,6,,,Tier II,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0,0,0,0,0," 21,369",0,0,0.0,0.0,0," 34,209",0,0.0,0,0,0,0,0,0,0,55578.0,0,0,0,0,0," 1,432",0,0,0.0,0.0,0," 3,368",0,0.0,0,0,0,0,0,0,0,4800.0,0.0,0,0,0,0," 9,503",0,0,0.0,0.0,0," 95,114",0,0.0,0,0,0,0,0,0,0,104617.0
90263,,City of Downey,,,Active,Reduced Reporter,Urban,"City, County or Local Government Unit or Department of Transportation",,,,6/30/2019,10/31/2019,11111 Brookshire Ave.,,,Downey,CA,90241,,9,https://www.downeyca.org/our-city/departments/parks-recreation/transit,5566.0,67790386.0,13,"111,772",2.0,"Los Angeles-Long Beach-Anaheim, CA",,"12,150,996","6,999","1,736",8,15,23,,,Tier II,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0,0,0,0,84689,0,0,0,0.0,0.0,0," 118,397",0,0.0,0,0,0,0,0,0,0,203086.0,0,0,0,0,9166,0,0,0,0.0,0.0,0," 11,323",0,0.0,0,0,0,0,0,0,0,20489.0,0.0,0,0,0,25005,0,0,0,0.0,0.0,0," 91,300",0,0.0,0,0,0,0,0,0,0,116305.0
90264,,City of Duarte,,,Active,Reduced Reporter,Urban,"City, County or Local Government Unit or Department of Transportation",,,,6/30/2019,10/31/2019,1600 Huntington Drive,,,Duarte,CA,91010,,9,http://www.accessduarte.com/dept/admin/transit_division/default.htm,,70650452.0,7,"21,724",2.0,"Los Angeles-Long Beach-Anaheim, CA",,"12,150,996","6,999","1,736",2,,2,,,Tier II,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0," 59,411",0,0.0,0,0,0,0,0,0,0,59411.0,0,0,0,0,0,0,0,0,0.0,0.0,0," 4,979",0,0.0,0,0,0,0,0,0,0,4979.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0," 108,926",0,0.0,0,0,0,0,0,0,0,108926.0
90265,,City of El Monte ,,City of El Monte Transportation Division,Active,Reduced Reporter,Urban,"City, County or Local Government Unit or Department of Transportation",,,,6/30/2019,10/31/2019,3990 Arden Drive,,,El Monte,CA,91731,,9,http://www.ci.el-monte.ca.us/Government/PublicWorks/Transportation.aspx,5566.0,92519800.0,10,"201,889",2.0,"Los Angeles-Long Beach-Anaheim, CA",,"12,150,996","6,999","1,736",3,10,13,,,Tier II,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0,0,0,0,79558,0,0,0,0.0,0.0,0,218362,0,0.0,0,0,0,0,0,0,0,297920.0,0,0,0,0,8832,0,0,0,0.0,0.0,0,25640,0,0.0,0,0,0,0,0,0,0,34472.0,0.0,0,0,0,24772,0,0,0,0.0,0.0,0,429088,0,0.0,0,0,0,0,0,0,0,453860.0
90266,,City of Glendora,,,Active,Reduced Reporter,Urban,"City, County or Local Government Unit or Department of Transportation",,,,6/30/2019,10/31/2019,116 E. Foothill Blvd.,,,Glendora,CA,91741,,9,www.cityofglendora.org/transportation,,76191600.0,19,"52,122",2.0,"Los Angeles-Long Beach-Anaheim, CA",,"12,150,996","6,999","1,736",,13,13,,,Tier II,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0,0,0,0," 100,427",0,0,0,0.0,0.0,0," 79,982",0,0.0,0,0,0,0,0,0,0,180409.0,0,0,0,0," 11,443",0,0,0,0.0,0.0,0," 6,172",0,0.0,0,0,0,0,0,0,0,17615.0,0.0,0,0,0," 24,277",0,0,0,0.0,0.0,0," 36,435",0,0.0,0,0,0,0,0,0,0,60712.0
90267,,City of Huntington Park,HPCA,,Active,Reduced Reporter,Urban,"City, County or Local Government Unit or Department of Transportation",,,,6/30/2019,10/31/2019,6550 Miles Avenue,,,Huntington Park,CA,90255,,9,http://www.hpca.gov/231/City-Transportation,,700657085.0,5,"58,822",2.0,"Los Angeles-Long Beach-Anaheim, CA",,"12,150,996","6,999","1,736",,18,18,,,Tier II,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0,0,0,0,0," 103,002",0,0,0.0,0.0,0," 146,581",0,0.0,0,0,0,0,0,0,0,249583.0,0,0,0,0,0," 10,370",0,0,0.0,0.0,0," 14,373",0,0.0,0,0,0,0,0,0,0,24743.0,0.0,0,0,0,0," 54,997",0,0,0.0,0.0,0," 158,399",0,0.0,0,0,0,0,0,0,0,213396.0
90268,,City of Inglewood,,,Active,Reduced Reporter,Urban,"City, County or Local Government Unit or Department of Transportation",,,,6/30/2019,10/31/2019,One Manchester Blvd.,,,Inglewood,CA,90301,,9,https://www.cityofinglewood.org/796/Transportation,5566.0,74118456.0,21,"222,357",2.0,"Los Angeles-Long Beach-Anaheim, CA",,"12,150,996","6,999","1,736",9,2,11,,,Tier II,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,0,0,0,0," 72,764"," 30,686",0,0,0.0,0.0,0," 9,874",0,0.0,0,0,0,0,0,0,0,113324.0,0,0,0,0," 7,663"," 2,251",0,0,0.0,0.0,0, 978,0,0.0,0,0,0,0,0,0,0,10892.0,0.0,0,0,0," 31,753"," 12,301",0,0,0.0,0.0,0," 6,039",0,0.0,0,0,0,0,0,0,0,50093.0
90269,,Los Angeles County Dept. of Public Works - Athens Shuttle Service,,,Active,Reduced Reporter,Urban,"City, County or Local Government Unit or Department of Transportation",,,,6/30/2019,10/31/2019,900 South Fremont Avenue,"Transit Operations, 9th Floor",1460,Alhambra,CA,91802,,9,www.lagobus.info,5566.0,99446254.0,25,"23,159",2.0,"Los Angeles-Long Beach-Anaheim, CA",,"12,150,996","6,999","1,736",,1,1,,,Tier II,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0," 36,503",0,0.0,0,0,0,0,0,0,0,36503.0,0,0,0,0,0,0,0,0,0.0,0.0,0," 3,262",0,0.0,0,0,0,0,0,0,0,3262.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0," 48,680",0,0.0,0,0,0,0,0,0,0,48680.0
90270,,Los Angeles County Department of Public Works - Avocado Heights,LACDPW,,Active,Reduced Reporter,Urban,"City, County or Local Government Unit or Department of Transportation",,,,6/30/2019,10/31/2019,900 S. Fremont Ave.,,,Alhambra,CA,91803,,9,www.dpw.lacounty.gov,5566.0,99446254.0,9,"15,500",2.0,"Los Angeles-Long Beach-Anaheim, CA",,"12,150,996","6,999","1,736",,1,1,,,Tier II,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0," 38,830",0,0.0,0,0,0,0,0,0,0,38830.0,0,0,0,0,0,0,0,0,0.0,0.0,0," 3,667",0,0.0,0,0,0,0,0,0,0,3667.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0," 29,611",0,0.0,0,0,0,0,0,0,0,29611.0
90271,,Los Angeles County Department of Public Works - East L.A.,LACDPW,,Active,Reduced Reporter,Urban,"City, County or Local Government Unit or Department of Transportation",,,,6/30/2019,10/31/2019,900 S. Fremont Ave.,,,Alhambra,CA,91803,,9,www.lagobus.org,5566.0,99446254.0,8,"126,496",2.0,"Los Angeles-Long Beach-Anaheim, CA",,"12,150,996","6,999","1,736",,13,13,,,Tier II,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0,0,0,0," 71,025",0,0,0,0.0,0.0,0," 245,575",0,0.0,0,0,0,0,0,0,0,316600.0,0,0,0,0," 8,073",0,0,0,0.0,0.0,0," 29,831",0,0.0,0,0,0,0,0,0,0,37904.0,0.0,0,0,0," 15,798",0,0,0,0.0,0.0,0," 805,133",0,0.0,0,0,0,0,0,0,0,820931.0
90272,,Los Angeles County Department of Public Works - East Valinda,LACDPW,,Active,Reduced Reporter,Urban,"City, County or Local Government Unit or Department of Transportation",,,,6/30/2019,10/31/2019,900 S. Fremont Ave.,,,Alhambra,CA,91803,,9,www.dpw.lacounty.gov,5566.0,99446254.0,15,"22,822",2.0,"Los Angeles-Long Beach-Anaheim, CA",,"12,150,996","6,999","1,736",,1,1,,,Tier II,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0," 43,730",0,0.0,0,0,0,0,0,0,0,43730.0,0,0,0,0,0,0,0,0,0.0,0.0,0," 3,973",0,0.0,0,0,0,0,0,0,0,3973.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0," 47,394",0,0.0,0,0,0,0,0,0,0,47394.0
90273,,Los Angeles County Dept. of Public Works - Florence-Firestone,LACDPW,,Active,Reduced Reporter,Urban,"City, County or Local Government Unit or Department of Transportation",,,,6/30/2019,10/31/2019,900 S. Fremont Ave.,,,Alhambra,CA,91803,,9,www.dpw.lacounty.gov,5566.0,99446254.0,7,"63,387",2.0,"Los Angeles-Long Beach-Anaheim, CA",,"12,150,996","6,999","1,736",,2,2,,,Tier II,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0," 55,886",0,0.0,0,0,0,0,0,0,0,55886.0,0,0,0,0,0,0,0,0,0.0,0.0,0," 6,524",0,0.0,0,0,0,0,0,0,0,6524.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0," 209,688",0,0.0,0,0,0,0,0,0,0,209688.0
90274,,Los Angeles County Dept. of Public Works - King Medical Center Shuttle Service,,,Active,Reduced Reporter,Urban,"City, County or Local Government Unit or Department of Transportation",,,,6/30/2019,10/31/2019,900 South Fremont Avenue,"Transit Operations, 9th Floor",1460,Alhambra,CA,91802,,9,www.lagobus.info,5566.0,99446254.0,49,"12,358",2.0,"Los Angeles-Long Beach-Anaheim, CA",,"12,150,996","6,999","1,736",,2,2,,,Tier II,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0," 35,115",0,0.0,0,0,0,0,0,0,0,35115.0,0,0,0,0,0,0,0,0,0.0,0.0,0," 6,776",0,0.0,0,0,0,0,0,0,0,6776.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0," 55,774",0,0.0,0,0,0,0,0,0,0,55774.0
90275,,Los Angeles County Dept. of Public Works - Lennox Shuttle,,,Active,Reduced Reporter,Urban,"City, County or Local Government Unit or Department of Transportation",,,,6/30/2019,10/31/2019,900 South Fremont Avenue,"Transit Operations, 9th Floor",1460,Alhambra,CA,91802,,9,www.lagobus.info,5566.0,99446254.0,16,"27,897",2.0,"Los Angeles-Long Beach-Anaheim, CA",,"12,150,996","6,999","1,736",,1,1,,,Tier II,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0," 28,372",0,0.0,0,0,0,0,0,0,0,28372.0,0,0,0,0,0,0,0,0,0.0,0.0,0," 3,261",0,0.0,0,0,0,0,0,0,0,3261.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0," 82,249",0,0.0,0,0,0,0,0,0,0,82249.0
90276,,Los Angeles County Department of Public Works - South Whittier,LACDPW,,Active,Reduced Reporter,Urban,"City, County or Local Government Unit or Department of Transportation",,,,6/30/2019,10/31/2019,900 S. Fremont Avenue,,,Alhambra,CA,91803,,9,www.dpw.lacounty.gov,5566.0,99446254.0,5,"86,883",2.0,"Los Angeles-Long Beach-Anaheim, CA",,"12,150,996","6,999","1,736",,4,4,,,Tier II,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0," 201,891",0,0.0,0,0,0,0,0,0,0,201891.0,0,0,0,0,0,0,0,0,0.0,0.0,0," 16,053",0,0.0,0,0,0,0,0,0,0,16053.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0," 239,964",0,0.0,0,0,0,0,0,0,0,239964.0
90277,,Los Angeles County Department of Public Works - Whittier,LACDPW,,Active,Reduced Reporter,Urban,"City, County or Local Government Unit or Department of Transportation",,,,6/30/2019,10/31/2019,900 S. Fremont Avenue,,,Alhambra,CA,91803,,9,https://dpw.lacounty.gov/transit/DAR.aspx#pageTitle,5566.0,99446254.0,42,"284,527",2.0,"Los Angeles-Long Beach-Anaheim, CA",,"12,150,996","6,999","1,736",,10,10,,,Tier II,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0,0,0,0," 200,987",0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0,0,0,0,200987.0,0,0,0,0," 15,970",0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0,0,0,0,15970.0,0.0,0,0,0," 30,290",0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0,0,0,0,30290.0
90278,,Los Angeles County Dept. of Public Works - Willowbrook Shuttle,,,Active,Reduced Reporter,Urban,"City, County or Local Government Unit or Department of Transportation",,,,6/30/2019,10/31/2019,900 South Fremont Avenue,,,Alhambra,CA,91802,,9,http://www.dpw.lacounty.gov/transit,5566.0,99446254.0,36,"24,798",2.0,"Los Angeles-Long Beach-Anaheim, CA",,"12,150,996","6,999","1,736",,2,2,,,Tier II,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0," 82,222",0,0.0,0,0,0,0,0,0,0,82222.0,0,0,0,0,0,0,0,0,0.0,0.0,0," 6,519",0,0.0,0,0,0,0,0,0,0,6519.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0," 49,829",0,0.0,0,0,0,0,0,0,0,49829.0
90279,,Los Angeles County Dept. of Public Works - Willowbrook et al.,,,Active,Reduced Reporter,Urban,"City, County or Local Government Unit or Department of Transportation",,,,6/30/2019,10/31/2019,900 South Fremont Avenue,,,Alhambra,CA,91802,,9,http://www.dpw.lacounty.gov/transit/,5566.0,956000927.0,17,"179,976",2.0,"Los Angeles-Long Beach-Anaheim, CA",,"12,150,996","6,999","1,736",,3,3,,,Tier II,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0,0,0,0," 29,378",0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0,0,0,0,29378.0,0,0,0,0," 2,680",0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0,0,0,0,2680.0,0.0,0,0,0," 5,575",0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0,0,0,0,5575.0
