NTD_ID,Legacy NTD ID,Agency Name,Reporter Acronym,Doing Business As,Reporter Status,Reporter Type,Reporting Module,Organization Type,Reported By NTD ID,Reported by Name,Subrecipient Type,FY End Date,Original Due Date,Address Line 1,Address Line 2,P.O. Box,City,State,Zip Code,Zip Code Ext,Region,URL,FTA Recipient ID,Duns Number,Service Area Sq Miles,Service Area Pop,Primary UZA,UZA Name,Tribal Area Name,Population,Density,Sq Miles,VOMS DO,VOMS PT,Total VOMS,Volunteer Drivers,Personal Vehicles,TAM Tier
8R01-80201,8R01-025,Montezuma County Public Transportation,,,Active,Rural Reporter,Rural,"City, County or Local Government Unit or Department of Transportation",8R01,Colorado Department of Transportation,Rural General Public Transit,12/31/2019,4/30/2020,1700 N Dolores Road,,,Cortez,CO,81321,,8,http://www.co.montezuma.co.us,,117300372,,,,,,,,,7,,7,,,
8R01-80202,8R01-028,Town of Berthoud,BATS (Berthoud Area Transportation Service),Berthoud Area Transportation Services (BATS),Active,Reduced Asset Reporter,Asset,"City, County or Local Government Unit or Department of Transportation",8R01,Colorado Department of Transportation,Asset Subrecipient,12/31/2019,4/30/2020,328 Massachusets Avenue,,1229,Berthoud,CO,80513,,8,https://www.berthoud.org/departments/berthoud-area-transportation-system-bats,,,,,,,,,,,,,,,,
8R01-80206,8R01-005,City of Durango,Durango Transit,,Active,Rural Reporter,Rural,"City, County or Local Government Unit or Department of Transportation",8R01,Colorado Department of Transportation,Rural General Public Transit,12/31/2019,4/30/2020,949 East 2nd Avenue,,,Durango,CO,81301,,8,http://www.durangotransit.com,,010628352,,,,,,,,,12,,12,,,
8R01-80221,8R01-011,Northeast Colorado Association of Local Government,NECALG DBA: County Express,,Active,Rural Reporter,Rural,"MPO, COG or Other Planning Agency",8R01,Colorado Department of Transportation,Rural General Public Transit,12/31/2019,4/30/2020,"231 Main Street, Suite 211",,,Fort Morgan,CO,80701,,8,http://www.necalg.com,,102567559,,,,,,,,,64,,64,,,
8R01-80225,8R01-008,City of La Junta,,,Active,Rural Reporter,Rural,"City, County or Local Government Unit or Department of Transportation",8R01,Colorado Department of Transportation,Rural General Public Transit,12/31/2019,4/30/2020,102 East 2nd Street,,489,La Junta,CO,81050,,8,http://www.ci.la-junta.co.us,,069714368,,,,,,,,,2,,2,,,
8R01-80227,8R01-017,Huerfano/Las Animas Council of Governments,SCCOG,South Central Council of Governments,Active,Rural Reporter,Rural,"MPO, COG or Other Planning Agency",8R01,Colorado Department of Transportation,Rural General Public Transit,12/31/2019,4/30/2020,300 South Bonaventure Avenue,,,Trinidad,CO,81082,,8,http://www.sccog.net,,169566502,,,,,,,,,8,,8,,,
8R01-80237,8R01-035,Neighbor to Neighbor Volunteers,,The Chaffee Shuttle,Active,Rural Reporter,Rural,Private-Non-Profit Corporation,8R01,Colorado Department of Transportation,Rural General Public Transit,12/31/2019,4/30/2020,54 Jones Ave.,,,Salida,CO,81201,,8,http://www.chaffeeshuttle.com,,029610776,,,,,,,,,5,,5,2,0,
8R01-80256,8R01-053,Town of Mountain Village,TMV,,Active,Rural Reporter,Rural,"City, County or Local Government Unit or Department of Transportation",8R01,Colorado Department of Transportation,Rural General Public Transit,12/31/2019,4/30/2020,455 Mountain Village Blvd,Suite A,,Mountain Village,CO,81435,,8,www.townofmountainvillage.com,,185312159,,,,,,,,,72,,72,,,
8R01-80258,8R01-007,City of Glenwood Springs,COGS,Ride Glenwood Springs,Active,Rural Reporter,Rural,"City, County or Local Government Unit or Department of Transportation",8R01,Colorado Department of Transportation,Rural General Public Transit,12/31/2019,4/30/2020,101 West 8th Street,,,Glenwood Springs,CO,81601,3303,8,http://www.cogs.us,,030458046,,,,,,,,,2,,2,,,
8R01-80263,8R01-015,Town of Snowmass Village,Village Shuttle,,Active,Rural Reporter,Rural,"City, County or Local Government Unit or Department of Transportation",8R01,Colorado Department of Transportation,Rural General Public Transit,12/31/2019,4/30/2020,22 Daly Lane,130 Kearns Road,5010,Snowmass Village,CO,81615,,8,http://www.tosv.com,,021704622,,,,,,,,,24,,24,,,
8R01-80267,8R01-016,"Senior Resource Development Agency, Pueblo, Inc.",SRDA,SRDA ,Active,Rural Reporter,Rural,Private-Non-Profit Corporation,8R01,Colorado Department of Transportation,Rural General Public Transit,12/31/2019,4/30/2020,230 North Union Avenue,,,Pueblo,CO,81003,,8,http://www.srda.org,,039144449,,,,,,,,,12,,12,,,
8R01-80274,8R01-047,"The Canon City Golden Age Council, Inc",Fremont County Transit,,Active,Rural Reporter,Rural,Private-Non-Profit Corporation,8R01,Colorado Department of Transportation,Rural General Public Transit,12/31/2019,4/30/2020,728 Main Street,,,Canon City,CO,81212,,8,http://www.uaacog.com,,149498909,,,,,,,,,8,,8,29,0,
8R01-80275,8R01-058,City of Cripple Creek,,,Active,Rural Reporter,Rural,"City, County or Local Government Unit or Department of Transportation",8R01,Colorado Department of Transportation,Rural General Public Transit,12/31/2019,4/30/2020,337 East Bennett Avenue,,,Cripple Creek,CO,80863,,8,http://www.cripplecreek.gov,,055978449,,,,,,,,,7,,7,,,
8R01-80280,8R01-002,Archuleta County Transportation/Mountain Express Transit,MET,Mountain Express Transit,Active,Rural Reporter,Rural,"City, County or Local Government Unit or Department of Transportation",8R01,Colorado Department of Transportation,Rural General Public Transit,12/31/2019,4/30/2020,777 County Road 600,,1507,Pagosa Springs ,CO,81147,1507,8,www.archuletacounty.org,,014834717,,,,,,,,,3,,3,,,
8R01-80285,8R01-019,Via Mobility Services,,,Active,Rural Reporter,Rural,Private-Non-Profit Corporation,8R01,Colorado Department of Transportation,Rural General Public Transit,12/31/2019,4/30/2020,2855 N 63rd Street,,,Boulder,CO,80301,2959,8,http://www.viacolorado.org,,121257919,,,,,,,,,48,,48,25,1,
8R01-80289,8R01-013,Roaring Fork Transportation Authority,RFTA,,Active,Rural Reporter,Rural,Independent Public Agency or Authority of Transit Service,8R01,Colorado Department of Transportation,Rural General Public Transit,12/31/2019,4/30/2020,,,1542,Glenwood Springs,CO,81601,,8,http://www.rfta.com,6184,604515747,,,,,,,,,102,,102,,,
8R01-88213,,Lake County CO,,,Active,Reduced Asset Reporter,Asset,"City, County or Local Government Unit or Department of Transportation",8R01,Colorado Department of Transportation,Asset Subrecipient,12/31/2019,4/30/2020,505 Harrison Avenue,,,Leadville,CO,80461,,8,http://www.lakecountyco.com/seniorservices/,,781551098,,,,,,,,,,,,,,
8R01-88215,,Montrose County Seniors,,All Points Transit,Active,Rural Reporter,Rural,Private-Non-Profit Corporation,8R01,Colorado Department of Transportation,Rural General Public Transit,12/31/2019,4/30/2020,431 South 2nd Street,,,Montrose,CO,81401,,8,http://www.allpointstransit.org,,118646137,,,,,,,,,25,,25,6,0,
8R01-88225,,City of Winter Park,,,Active,Rural Reporter,Rural,"City, County or Local Government Unit or Department of Transportation",8R01,Colorado Department of Transportation,Rural General Public Transit,12/31/2019,4/30/2020,50 Vasquez Road,,3327,Winter Park,CO,80482,,8,http://www.TheLiftWP.com,,158041749,,,,,,,,,,20,20,,,
8R01-88226,,Town of Telluride,,,Active,Rural Reporter,Rural,"City, County or Local Government Unit or Department of Transportation",8R01,Colorado Department of Transportation,Rural General Public Transit,12/31/2019,4/30/2020,1370 Black Bear Road,,,Telluride,CO,81435,,8,http://www.telluride-co.gov/254/Public-Transportation,,016134306,,,,,,,,,4,,4,,,
8R01-88228,,Town of Avon,TOA,Town of Avon,Active,Rural Reporter,Rural,"City, County or Local Government Unit or Department of Transportation",8R01,Colorado Department of Transportation,Rural General Public Transit,12/31/2019,4/30/2020,100 Mikaela Way,,975,Avon,CO,81620,,8,http://www.avon.org,,146666065,,,,,,,,,9,,9,,,
8R01-88229,,Bent County,BCT,Bent County Transit,Active,Rural Reporter,Rural,"City, County or Local Government Unit or Department of Transportation",8R01,Colorado Department of Transportation,Rural General Public Transit,12/31/2019,4/30/2020,,,350,Las Animas,CO,81054,,8,http://www.bentcounty.net/residents/transportation.php#.WyGYf6dKiUk,,095150942,,,,,,,,,5,,5,,,
8R01-88230,,Teller Senior Coalition,,,Active,Rural Reporter,Rural,Private-Non-Profit Corporation,8R01,Colorado Department of Transportation,Rural General Public Transit,12/31/2019,4/30/2020,"750 E. Highway 24, Building 2, Suite 100",,6956,Woodland Park,CO,80866,,8,www.tellerseniorcoalition.org,,062417816,,,,,,,,,7,,7,5,0,
8R01-88278,,Baca County Seniors Van,,,Active,Reduced Asset Reporter,Asset,"City, County or Local Government Unit or Department of Transportation",8R01,Colorado Department of Transportation,Asset Subrecipient,12/31/2019,4/30/2020,741 Main St. ,,,Springfield,CO,81073,,8,https://www.bacacountyco.gov/community/the-senior-bus/,,037537958,,,,,,,,,,,,,,
8R01-88279,,City and County of Broomfield,,,Active,Reduced Asset Reporter,Asset,"City, County or Local Government Unit or Department of Transportation",8R01,Colorado Department of Transportation,Asset Subrecipient,12/31/2019,4/30/2020,280 Spader Way,,,Broomfield,CO,80020,,8,https://www.broomfield.org/369/Easy-Ride-Transportation,,014938641,,,,,,,,,,,,,,
8R01-88280,,"Lakewood Rides, City of Lakewood",,,Active,Reduced Asset Reporter,Asset,"City, County or Local Government Unit or Department of Transportation",8R01,Colorado Department of Transportation,Asset Subrecipient,12/31/2019,4/30/2020,480 South Allison Parkway,,,Lakewood,CO,80214,,8,http://www.lakewood.org/LakewoodRides/,,076468305,,,,,,,,,,,,,,
8R01-88281,,Town of Estes Park,,,Active,Reduced Asset Reporter,Asset,"City, County or Local Government Unit or Department of Transportation",8R01,Colorado Department of Transportation,Asset Subrecipient,12/31/2019,4/30/2020,500 Big Thompson Ave,,1200,Estes Park,CO,80517,,8,http://www.estes.org/shuttles,,078355450,,,,,,,,,,,,,,
8R01-88282,,Littleton Omnibus,,,Active,Reduced Asset Reporter,Asset,"City, County or Local Government Unit or Department of Transportation",8R01,Colorado Department of Transportation,Asset Subrecipient,12/31/2019,4/30/2020,2455 West Berry Ave.,,,Littleton,CO,80120,,8,https://www.littletongov.org/city-services/transportation/omnibus-appointment-only,,016532020,,,,,,,,,,,,,,
8R01-88283,,El Paso Fountain Valley Senior Citizens Program,,Fountain Valley Senior Center,Active,Reduced Asset Reporter,Asset,Private-Non-Profit Corporation,8R01,Colorado Department of Transportation,Asset Subrecipient,12/31/2019,4/30/2020,5745 Southmoor Drive,,,Fountain,CO,80817,,8,https://humanservices.elpasoco.com/fountain-valley-senior-center/,,930541870,,,,,,,,,,,,,,
8R01-88284,,Silver Key Senior Services,,,Active,Reduced Asset Reporter,Asset,Private-Non-Profit Corporation,8R01,Colorado Department of Transportation,Asset Subrecipient,12/31/2019,4/30/2020,1625 S. Murray Blvd,,,Colorado Springs,CO,80916,,8,http://www.silverkey.org,,108487554,,,,,,,,,,,,,,
8R01-88285,,AEX - Alpine Express,AEX,,Active,Rural Reporter,Rural,Private-For-Profit Corporation,8R01,Colorado Department of Transportation,Intercity Bus,12/31/2019,4/30/2020,711 West Rio Grande,,1250,Gunnison,CO,81230,,8,https://alpine.letsride.co/contact-us/,,116258062,,,,,,,,,,,,,,
8R01-88286,,Mountain Family Center,,,Active,Reduced Asset Reporter,Asset,Private-Non-Profit Corporation,8R01,Colorado Department of Transportation,Asset Subrecipient,12/31/2019,4/30/2020,,,638,Granby,CO,80446,,8,https://www.mountainfamilycenter.org/,,004935560,,,,,,,,,,,,,,
8R01-88287,,"Aspen, City of",,,Active,Reduced Asset Reporter,Asset,"City, County or Local Government Unit or Department of Transportation",8R01,Colorado Department of Transportation,Asset Subrecipient,12/31/2019,4/30/2020,130 South Galena Street,,,Aspen,CO,81611,3115,8,https://www.cityofaspen.com/215/Transportation,,076460104,,,,,,,,,,,,,,
8R01-88288,,"Disability Services, Inc.",,Envida,Active,Rural Reporter,Rural,Private-Non-Profit Corporation,8R01,Colorado Department of Transportation,Rural General Public Transit,12/31/2019,4/30/2020,5660 N Academy Blvd,,,Colorado Springs,CO,80918,3659,8,https://envidacares.org/,,005574076,,,,,,,,,12,,12,,,
8R01-88289,,Castle Rock Senior Center,,,Active,Reduced Asset Reporter,Asset,Private-Non-Profit Corporation,8R01,Colorado Department of Transportation,Asset Subrecipient,12/31/2019,4/30/2020,2323 Woodlands Blvd.,,,Castle Rock,CO,80104,,8,http://www.castlerockseniorcenter.org/,,,,,,,,,,,,,,,,
8R01-88290,,La Plata County Senior Services,,,Active,Reduced Asset Reporter,Asset,"City, County or Local Government Unit or Department of Transportation",8R01,Colorado Department of Transportation,Asset Subrecipient,12/31/2019,4/30/2020,2424 Main Ave.,,,Durango,CO,81381,,8,http://co.laplata.co.us/cms/One.aspx?portalId=1323753&pageId=1633776,,076441138,,,,,,,,,,,,,,
8R01-88292,,Routt County Government,,,Active,Reduced Asset Reporter,Asset,"City, County or Local Government Unit or Department of Transportation",8R01,Colorado Department of Transportation,Asset Subrecipient,12/31/2019,4/30/2020,,,PO BOX 773598,Steamboat Springs,CO,80477,,8,http://www.co.routt.co.us/180/Human-Services,,110987869,,,,,,,,,,,,,,
8R01-88294,,San Miguel Authority for Regional Transportation,SMART,SMART,Active,Rural Reporter,Rural,Independent Public Agency or Authority of Transit Service,8R01,Colorado Department of Transportation,Rural General Public Transit,12/31/2019,4/30/2020,137 Society Drive,Unit B,3140,Telluride,CO,81435,3140,8,www.smartteluride.com,,080828238,,,,,,,,,2,4,6,5,0,
8R02,8R02,Montana Department of Transportation,MDT,,Active,State Reporter,Rural,,,,,6/30/2019,10/31/2019,"Rail, Transit ,and Planning Division",,201001,Helena,MT,59620,1001,8,http://www.mdt.mt.gov/,1144,809791320,,,,,,,,,,,,,,
8R02-00304,0R01-043,Salt Lake Express,SLE,,Active,Rural Reporter,Rural,Private-For-Profit Corporation,8R02,Montana Department of Transportation,Intercity Bus,6/30/2019,10/31/2019,,,566,Rexburg,ID,83440,,10,http://www.SaltLakeExpress.com,1144,074510038,,,,,,,,,,,,,,
8R02-50274,5R06-066,Jefferson Bus Lines,,,Active,Rural Reporter,Rural,Private-For-Profit Corporation,8R02,Montana Department of Transportation,Intercity Bus,6/30/2019,10/31/2019,2100 E. 26th Street,,,Minneapolis,MN,55404,,5,http://www.jeffersonlines.com,1144,796370567,,,,,,,,,,,,,,
8R02-80117,8R02-012,Garfield County Council on Aging,Big Dry Transit,,Active,Rural Reporter,Rural,"City, County or Local Government Unit or Department of Transportation",8R02,Montana Department of Transportation,Rural General Public Transit,6/30/2019,10/31/2019,922 Jordan Ave,,364,Jordan,MT,59337,364,8,https://www.bighorncountymt.gov/departments/council-on-aging/,1144,113498414,,,,,,,,,3,,3,,,
8R02-80134,8R02-015,Liberty County Council on Aging,Liberty County Transit,,Active,Rural Reporter,Rural,"City, County or Local Government Unit or Department of Transportation",8R02,Montana Department of Transportation,Rural General Public Transit,6/30/2019,10/31/2019,618 E Adams Ave,,13,Chester,MT,59522,13,8,http://www.chestercommunitycenter.com,1144,012571444,,,,,,,,,6,,6,,,
8R02-80135,8R02-033,Carter County,Carter Charter,,Active,Rural Reporter,Rural,"City, County or Local Government Unit or Department of Transportation",8R02,Montana Department of Transportation,Rural General Public Transit,6/30/2019,10/31/2019,307 West Watson,,,Ekalaka,MT,59324,,8,http://cartercountymt.info/wordpress/carter-county-carter-charter/,1144,627055197,,,,,,,,,2,,2,,,
8R02-80137,8R02-002,Helena Area Transit Service,Capital T Transit,,Active,Rural Reporter,Rural,"City, County or Local Government Unit or Department of Transportation",8R02,Montana Department of Transportation,Rural General Public Transit,6/30/2019,10/31/2019,1415 North Montana Avenue,,,Helena,MT,59623,,8,http://www.ci.helena.mt.us,1144,066278447,,,,,,,,,10,,10,,,
8R02-80139,8R02-036,Rosebud Community Hospital,Rosebud Transportation,,Active,Rural Reporter,Rural,Private-Non-Profit Corporation,8R02,Montana Department of Transportation,Rural General Public Transit,6/30/2019,10/31/2019,383 North 17th Avenue,,268,Forsyth,MT,59327,,8,https://www.rosebudhcc.org/transportation/,1144,060287471,,,,,,,,,2,,2,,,
8R02-80142,8R02-008,Ravalli County Council on Aging,BitterRoot Bus,,Active,Rural Reporter,Rural,Private-Non-Profit Corporation,8R02,Montana Department of Transportation,Rural General Public Transit,6/30/2019,10/31/2019,310 Old Corvallis Road,,,Hamilton,MT,59840,,8,http://www.ravalliccoa.org,1144,796916427,,,,,,,,,6,,6,,,
8R02-80144,8R02-042,"Liberty Place, Inc.",Whitehall PublicTransportation,,Active,Rural Reporter,Rural,"City, County or Local Government Unit or Department of Transportation",8R02,Montana Department of Transportation,Rural General Public Transit,6/30/2019,10/31/2019,313 West Legion Street,,446,Whitehall,MT,59759,446,8,http://www.libertyplace.org,1144,177671260,,,,,,,,,6,,6,,,
8R02-80164,8R02-016,Sanders County Council on Aging,Sanders County Transportation,,Active,Rural Reporter,Rural,Private-Non-Profit Corporation,8R02,Montana Department of Transportation,Rural General Public Transit,6/30/2019,10/31/2019,,,339,Hot Springs,MT,59845,338,8,http://www.sanderscountycouncilonaging.org/sanders-county-transportation.html,1144,961582970,,,,,,,,,7,,7,,,
8R02-80166,8R02-009,Urban Transportation District of Dawson County,Dawson County ,,Active,Rural Reporter,Rural,"City, County or Local Government Unit or Department of Transportation",8R02,Montana Department of Transportation,Rural General Public Transit,6/30/2019,10/31/2019,511 East Silocum,,,Glendive,MT,59330,,8,http://www.DawsonCountyTransit.com,1144,939551669,,,,,,,,,6,,6,,,
8R02-80167,8R02-017,Powder River County,Powder River County Public Transportation,,Active,Rural Reporter,Rural,"City, County or Local Government Unit or Department of Transportation",8R02,Montana Department of Transportation,Rural General Public Transit,6/30/2019,10/31/2019,302 East Holt,,,Broadus,MT,59317,,8,http://www.prco.mt.gov,1144,079712709,,,,,,,,,4,,4,,,
8R02-80169,8R02-031,Toole County,TCT (Toole County Transit),Northern Transit Interlocal,Active,Rural Reporter,Rural,"City, County or Local Government Unit or Department of Transportation",8R02,Montana Department of Transportation,Rural General Public Transit,6/30/2019,10/31/2019,226 1st Street South,,246,Shelby,MT,59474,,8,http://www.northern.rural-transit.com,1144,060278330,,,,,,,,,5,,5,,,
8R02-80172,8R02-011,"Lincoln County Transportation Service, Inc.",Lincoln County Transportation Service,,Active,Rural Reporter,Rural,"City, County or Local Government Unit or Department of Transportation",8R02,Montana Department of Transportation,Rural General Public Transit,6/30/2019,10/31/2019,206 East 2nd Street,,1652,Libby,MT,59923,1652,8,http://www.libbymt.com/businesses/transportation.htm,1144,796498140,,,,,,,,,5,,5,,,
8R02-80173,8R02-029,"Mineral County Pioneer Council, Inc.",Mineral County Transportation Services,,Active,Rural Reporter,Rural,Private-Non-Profit Corporation,8R02,Montana Department of Transportation,Rural General Public Transit,6/30/2019,10/31/2019,"4211 Diamond Match Road, #6",,,Superior,MT,59872,,8,http://co.mineral.mt.us,1144,156196065,,,,,,,,,1,,1,4,0,
8R02-80174,8R02-001,Butte Silver Bow Transit,Butte Silver Bow,,Active,Rural Reporter,Rural,"City, County or Local Government Unit or Department of Transportation",8R02,Montana Department of Transportation,Rural General Public Transit,6/30/2019,10/31/2019,126 West Granite Street,,,Butte,MT,59701,,8,http://www.bsb.mt.gov,1144,083701888,,,,,,,,,10,,10,,,
8R02-80181,8R02-040,Custer County Council on Aging,CCTAC,,Active,Rural Reporter,Rural,"City, County or Local Government Unit or Department of Transportation",8R02,Montana Department of Transportation,Rural General Public Transit,6/30/2019,10/31/2019,1010 Main,,,Miles City,MT,59301,,8,www.custer.co.mt.gov,1144,146847921,,,,,,,,,2,,2,,,
8R02-80183,8R02-006,Valley County Transit,Valley County,,Active,Rural Reporter,Rural,"City, County or Local Government Unit or Department of Transportation",8R02,Montana Department of Transportation,Rural General Public Transit,6/30/2019,10/31/2019,213 9th Street South,,,Glasgow,MT,59230,,8,http://www.valleycountytransit.com,1144,033304288,,,,,,,,,6,,6,,,
8R02-80184,8R02-027,Lake County Council on Aging,Lake Community Transit,,Active,Rural Reporter,Rural,Private-Non-Profit Corporation,8R02,Montana Department of Transportation,Rural General Public Transit,6/30/2019,10/31/2019,528 Main Street SW,,,Ronan,MT,59864,,8,http://www.lakecountycoa.org/transportation-1,1144,810362436,,,,,,,,,6,2,8,18,0,
8R02-80200,8R02-018,Missoula Ravalli Transportation Management Association,MR TMA I Ride Vanpool,,Active,Rural Reporter,Rural,Private-Non-Profit Corporation,8R02,Montana Department of Transportation,Rural General Public Transit,6/30/2019,10/31/2019,2820 South Higgins,,,Missoula,MT,59801,,8,http://www.mrtma.org,1144,804437601,,,,,,,,,19,,19,,,
8R02-80204,8R02-035,Opportunity Link,Northcentral Montana Transit,,Active,Rural Reporter,Rural,Private-Non-Profit Corporation,8R02,Montana Department of Transportation,Rural General Public Transit,6/30/2019,10/31/2019,339 3rd Street,,80,Havre,MT,59501,,8,http://www.opportunitylinkmt.org,1144,191227920,,,,,,,,,5,,5,,,
8R02-80205,8R02-024,Daniels Memorial Healthcare Foundation,Daniels County Transportation ,,Active,Rural Reporter,Rural,Private-Non-Profit Corporation,8R02,Montana Department of Transportation,Rural General Public Transit,6/30/2019,10/31/2019,105 5th Avenue East,,81,Scobey,MT,59263,,8,,1144,096199146,,,,,,,,,2,,2,,,
8R02-80220,8R02-005,Flathead Area IX Agency on Aging,Eagle Transit,,Active,Rural Reporter,Rural,Area Agency on Aging,8R02,Montana Department of Transportation,Rural General Public Transit,6/30/2019,10/31/2019,40 11th St. West,Suite #100,,Kalispell,MT,59901,,8,http://flathead.mt.gov/eagle,1144,616379306,,,,,,,,,19,,19,,,
8R02-80224,8R02-010,Phillips Transit Authority,Phillips Transit Authority,,Active,Rural Reporter,Rural,Independent Public Agency or Authority of Transit Service,8R02,Montana Department of Transportation,Rural General Public Transit,6/30/2019,10/31/2019,311 South 8th Avenue East,,852,Malta,MT,59538,,8,,1144,078813521,,,,,,,,,8,,8,,,
8R02-80235,8R02-021,"Human Resource Development Council District IX, Inc.",HRDC Dist IX / Galavan / Streamline,,Active,Rural Reporter,Rural,Private-Non-Profit Corporation,8R02,Montana Department of Transportation,Rural General Public Transit,6/30/2019,10/31/2019,32 South Tracy Avenue,,,Bozeman,MT,59715,,8,http://www.streamlinebus.com,1144,102360567,,,,,,,,,9,15,24,,,
8R02-80236,8R02-007,Fergus County Council on Aging,Central Montana Shuttle,,Active,Rural Reporter,Rural,Private-Non-Profit Corporation,8R02,Montana Department of Transportation,Rural General Public Transit,6/30/2019,10/31/2019,307 West Watson,,,Lewistown,MT,59457,,8,http://www.fccoa.net,1144,869379685,,,,,,,,,7,,7,,,
8R02-80254,8R02-025,"Glen-wood, Inc. ",Quality Transit,,Active,Rural Reporter,Rural,"City, County or Local Government Unit or Department of Transportation",8R02,Montana Department of Transportation,Rural General Public Transit,6/30/2019,10/31/2019,202 East 1st  Avenue,,,Plentywood,MT,59254,,8,http://www.sheridancountychamber.org/list/member/quality-transit-plentywood-162,1144,010373488,,,,,,,,,11,,11,,,
8R02-80255,8R02-019,Big Sky Transportation District,Skyline,,Active,Rural Reporter,Rural,Independent Public Agency or Authority of Transit Service,8R02,Montana Department of Transportation,Rural General Public Transit,6/30/2019,10/31/2019,"151 Center Lane, Unit 6",,160099,Big Sky,MT,59716,,8,www.skylinebus.com,1144,831352047,,,,,,,,,1,9,10,,,
8R02-80259,8R02-013,Richland County ,Richland County Transportation Service (RCTS),,Active,Rural Reporter,Rural,"City, County or Local Government Unit or Department of Transportation",8R02,Montana Department of Transportation,Rural General Public Transit,6/30/2019,10/31/2019,2190 W HOLLY ST,,,Sidney,MT,59270,,8,http://www.richland.org/index.aspx?NID=416,1144,013422808,,,,,,,,,5,,5,,,
8R02-80262,8R02-043,City of Laurel,Laurel Transit Authority,,Active,Rural Reporter,Rural,"City, County or Local Government Unit or Department of Transportation",8R02,Montana Department of Transportation,Rural General Public Transit,6/30/2019,10/31/2019,115 West First Street,,10,Laurel,MT,59044,,8,http://www.laurel.mt.gov,1144,832839562,,,,,,,,,1,,1,,,
8R02-80269,8R02-032,"West Yellowstone Foundation, Inc.",West Yellowstone,,Active,Rural Reporter,Rural,Private-Non-Profit Corporation,8R02,Montana Department of Transportation,Rural General Public Transit,6/30/2019,10/31/2019,420 Yellowstone Avenue,,255,West Yellowstone,MT,59758,255,8,http://westyellowstonefoundation.org,1144,831174342,,,,,,,,,2,,2,,,
8R02-88216,,City of Dillon,City of Dillon,,Active,Rural Reporter,Rural,"City, County or Local Government Unit or Department of Transportation",8R02,Montana Department of Transportation,Rural General Public Transit,6/30/2019,10/31/2019,125 N. Idaho,,,DIllon,MT,59725,,8,http://www.dillonmt.org/Bus.aspx,1144,021993878,,,,,,,,,1,,1,,,
8R02-88217,,Fallon County ,Fallon County COA Trans. System ,,Active,Rural Reporter,Rural,"City, County or Local Government Unit or Department of Transportation",8R02,Montana Department of Transportation,Rural General Public Transit,6/30/2019,10/31/2019,420 W Montana Ave. ,,1025,Baker,MT,59313,1025,8,https://www.mdt.mt.gov/publictransit/glendive.shtml,1144,001961564,,,,,,,,,3,,3,,,
8R02-88218,,Powell County Public Transportation,Powell County ,,Active,Rural Reporter,Rural,"City, County or Local Government Unit or Department of Transportation",8R02,Montana Department of Transportation,Rural General Public Transit,6/30/2019,10/31/2019,409 Missouri Ave,,,Deer Lodge,MT,59722,,8,http://www.powellcountymt.gov/ez/inner.php?PageID=1531,1144,078725479,,,,,,,,,3,,3,,,
8R02-88293,,Park County Windrider Transit,,,Active,Rural Reporter,Rural,"City, County or Local Government Unit or Department of Transportation",8R02,Montana Department of Transportation,Rural General Public Transit,6/30/2019,10/31/2019,414 East Callender St,,,Livingston,MT,59047,1821,8,http://www.parkcounty.org/Government-Departments/Transit/,1144,113487102,,,,,,,,,1,,1,,,
8R02-88295,,"Reach, Inc.",,,Active,Rural Reporter,Rural,Private-Non-Profit Corporation,8R02,Montana Department of Transportation,Rural General Public Transit,6/30/2019,10/31/2019,322 Gallatin Park Drive,,,Bozeman,MT,59715,,8,www.reachinc.org,,136756400,,,,,,,,,9,,9,,,
8R02-88296,,Butte Silver Bow COA,,,Active,Rural Reporter,Rural,Area Agency on Aging,8R02,Montana Department of Transportation,Rural General Public Transit,6/30/2019,10/31/2019,615 E Mercury,,,Butte,MT,59701,,8,http://belmontseniorcenter.com/transportation/,,182303826,,,,,,,,,1,,1,,,
8R03,8R03,North Dakota Department of Transportation,NDDOT,,Active,State Reporter,Rural,,,,,6/30/2019,10/31/2019,Local Government Division,608 East Boulevard Avenue,,Bismarck,ND,58505,700,8,http://www.dot.nd.gov/,1153,802742742,,,,,,,,,,,,,,
8R03-50274,5R06-066,Jefferson Bus Lines,,,Active,Rural Reporter,Rural,Private-For-Profit Corporation,8R03,North Dakota Department of Transportation,Intercity Bus,6/30/2019,10/31/2019,2100 E. 26th Street,,,Minneapolis,MN,55404,,5,http://www.jeffersonlines.com,1144,796370567,,,,,,,,,,,,,,
8R03-80114,8R03-001,Stark County Council on Aging / Elder Care ,,,Active,Rural Reporter,Rural,Private-Non-Profit Corporation,8R03,North Dakota Department of Transportation,Rural General Public Transit,6/30/2019,10/31/2019,361 26th St E,,,Dickinson,ND,58601,629,8,http://www.public-transit.org,,119968787,,,,,,,,,12,,12,,,
8R03-80122,8R03-040,Devils Lake Transit  (Senior Meals & Services),,,Active,Rural Reporter,Rural,Private-Non-Profit Corporation,8R03,North Dakota Department of Transportation,Rural General Public Transit,6/30/2019,10/31/2019,202 4th AVE NE,,,Devils Lake,ND,58301,,8,,,831363080,,,,,,,,,6,,6,,,
8R03-80124,8R03-007,"James River Senior Citizens Center, Inc.",,,Active,Rural Reporter,Rural,Private-Non-Profit Corporation,8R03,North Dakota Department of Transportation,Rural General Public Transit,6/30/2019,10/31/2019,,,1092,Jamestown,ND,58401,1092,8,https://jamesriverseniors.com/,,180895369,,,,,,,,,13,,13,,,
