NTD ID,Agency Name,Reporter Type,Reporting Module,Mode,TOS,Expense Type,Passenger Paid Fares,Organization Paid Fares,Total Fares
90238,City of Delano,Reduced Reporter,Urban,DR,DO,Funds Expended on Operations,"$33,313","$36,889","$70,202"
90238,City of Delano,Reduced Reporter,Urban,MB,DO,Funds Expended on Capital,$0,$0,$0
90238,City of Delano,Reduced Reporter,Urban,MB,DO,Funds Expended on Operations,"$54,431",$0,"$54,431"
90239,City of Sierra Vista,Reduced Reporter,Urban,DR,DO,Funds Expended on Capital,$0,$0,$0
90239,City of Sierra Vista,Reduced Reporter,Urban,DR,DO,Funds Expended on Operations,"$11,695",$0,"$11,695"
90239,City of Sierra Vista,Reduced Reporter,Urban,MB,DO,Funds Expended on Capital,$0,$0,$0
90239,City of Sierra Vista,Reduced Reporter,Urban,MB,DO,Funds Expended on Operations,"$85,761",$0,"$85,761"
90241,County of Maui,Full Reporter,Urban,CB,PT,Funds Earned During Period,"$185,718",$0,"$185,718"
90241,County of Maui,Full Reporter,Urban,DR,PT,Funds Earned During Period,"$107,131",$0,"$107,131"
90241,County of Maui,Full Reporter,Urban,MB,PT,Funds Earned During Period,"$2,078,319",$0,"$2,078,319"
90243,Easy Lift Transportation,Reduced Reporter,Urban,DR,DO,Funds Expended on Capital,$0,$0,$0
90243,Easy Lift Transportation,Reduced Reporter,Urban,DR,DO,Funds Expended on Operations,"$195,589","$941,962","$1,137,551"
90244,City of Tulare,Full Reporter,Urban,DR,PT,Funds Earned During Period,"$37,282",$0,"$37,282"
90244,City of Tulare,Full Reporter,Urban,MB,PT,Funds Earned During Period,"$232,797",$0,"$232,797"
90246,City of Agoura Hills,Reduced Reporter,Urban,DR,PT,Funds Expended on Capital,$0,$0,$0
90246,City of Agoura Hills,Reduced Reporter,Urban,DR,PT,Funds Expended on Operations,"$18,713",$0,"$18,713"
90247,City of Alhambra,Reduced Reporter,Urban,DR,PT,Funds Expended on Capital,$0,$0,$0
90247,City of Alhambra,Reduced Reporter,Urban,DR,PT,Funds Expended on Operations,$0,$0,$0
90247,City of Alhambra,Reduced Reporter,Urban,MB,PT,Funds Expended on Capital,$0,$0,$0
90247,City of Alhambra,Reduced Reporter,Urban,MB,PT,Funds Expended on Operations,"$84,389",$0,"$84,389"
90249,City of Avalon,Reduced Reporter,Urban,DR,PT,Funds Expended on Capital,$0,$0,$0
90249,City of Avalon,Reduced Reporter,Urban,DR,PT,Funds Expended on Operations,"$11,779",$0,"$11,779"
90249,City of Avalon,Reduced Reporter,Urban,MB,PT,Funds Expended on Capital,$0,$0,$0
90249,City of Avalon,Reduced Reporter,Urban,MB,PT,Funds Expended on Operations,"$76,220",$0,"$76,220"
90250,City of Azusa,Reduced Reporter,Urban,DR,DO,Funds Expended on Capital,$0,$0,$0
90250,City of Azusa,Reduced Reporter,Urban,DR,DO,Funds Expended on Operations,"$14,870",$0,"$14,870"
90251,City of Baldwin Park,Reduced Reporter,Urban,DR,PT,Funds Expended on Capital,$0,$0,$0
90251,City of Baldwin Park,Reduced Reporter,Urban,DR,PT,Funds Expended on Operations,"$3,919",$0,"$3,919"
90251,City of Baldwin Park,Reduced Reporter,Urban,MB,PT,Funds Expended on Capital,$0,$0,$0
90251,City of Baldwin Park,Reduced Reporter,Urban,MB,PT,Funds Expended on Operations,"$62,308",$0,"$62,308"
90252,City of Bell,Reduced Reporter,Urban,DR,PT,Funds Expended on Capital,$0,$0,$0
90252,City of Bell,Reduced Reporter,Urban,DR,PT,Funds Expended on Operations,$0,$0,$0
90252,City of Bell,Reduced Reporter,Urban,DT,PT,Funds Expended on Capital,$0,$0,$0
90252,City of Bell,Reduced Reporter,Urban,DT,PT,Funds Expended on Operations,"$1,642",$0,"$1,642"
90252,City of Bell,Reduced Reporter,Urban,MB,PT,Funds Expended on Capital,$0,$0,$0
90252,City of Bell,Reduced Reporter,Urban,MB,PT,Funds Expended on Operations,"$18,196",$0,"$18,196"
90253,City of Bell Gardens,Reduced Reporter,Urban,DR,PT,Funds Expended on Capital,$0,$0,$0
90253,City of Bell Gardens,Reduced Reporter,Urban,DR,PT,Funds Expended on Operations,"$15,233",$0,"$15,233"
90253,City of Bell Gardens,Reduced Reporter,Urban,MB,PT,Funds Expended on Capital,$0,$0,$0
90253,City of Bell Gardens,Reduced Reporter,Urban,MB,PT,Funds Expended on Operations,"$40,179",$0,"$40,179"
90254,City of Bellflower,Reduced Reporter,Urban,DR,PT,Funds Expended on Capital,$0,$0,$0
90254,City of Bellflower,Reduced Reporter,Urban,DR,PT,Funds Expended on Operations,"$5,017",$0,"$5,017"
90254,City of Bellflower,Reduced Reporter,Urban,MB,PT,Funds Expended on Capital,$0,$0,$0
90254,City of Bellflower,Reduced Reporter,Urban,MB,PT,Funds Expended on Operations,"$20,276",$0,"$20,276"
90255,City of Beverly Hills,Reduced Reporter,Urban,DR,PT,Funds Expended on Capital,$0,$0,$0
90255,City of Beverly Hills,Reduced Reporter,Urban,DR,PT,Funds Expended on Operations,$0,$0,$0
90256,City of Burbank,Reduced Reporter,Urban,MB,PT,Funds Expended on Capital,$0,$0,$0
90256,City of Burbank,Reduced Reporter,Urban,MB,PT,Funds Expended on Operations,"$189,786",$0,"$189,786"
90257,City of Calabasas,Reduced Reporter,Urban,DR,PT,Funds Expended on Capital,$0,$0,$0
90257,City of Calabasas,Reduced Reporter,Urban,DR,PT,Funds Expended on Operations,"$7,033",$0,"$7,033"
90257,City of Calabasas,Reduced Reporter,Urban,MB,PT,Funds Expended on Capital,$0,$0,$0
90257,City of Calabasas,Reduced Reporter,Urban,MB,PT,Funds Expended on Operations,"$23,353",$0,"$23,353"
90258,City of Carson,Reduced Reporter,Urban,DT,PT,Funds Expended on Capital,$0,$0,$0
90258,City of Carson,Reduced Reporter,Urban,DT,PT,Funds Expended on Operations,"$79,230",$0,"$79,230"
90258,City of Carson,Reduced Reporter,Urban,MB,PT,Funds Expended on Capital,$0,$0,$0
90258,City of Carson,Reduced Reporter,Urban,MB,PT,Funds Expended on Operations,"$75,543",$0,"$75,543"
90259,City of Cerritos,Reduced Reporter,Urban,DR,PT,Funds Expended on Capital,$0,$0,$0
90259,City of Cerritos,Reduced Reporter,Urban,DR,PT,Funds Expended on Operations,"$21,344",$0,"$21,344"
90259,City of Cerritos,Reduced Reporter,Urban,MB,PT,Funds Expended on Capital,$0,$0,$0
90259,City of Cerritos,Reduced Reporter,Urban,MB,PT,Funds Expended on Operations,"$53,969",$0,"$53,969"
90260,City of Compton  ,Reduced Reporter,Urban,DR,DO,Funds Expended on Capital,$0,$0,$0
90260,City of Compton  ,Reduced Reporter,Urban,DR,DO,Funds Expended on Operations,"$2,170",$0,"$2,170"
90260,City of Compton  ,Reduced Reporter,Urban,MB,PT,Funds Expended on Capital,$0,$0,$0
90260,City of Compton  ,Reduced Reporter,Urban,MB,PT,Funds Expended on Operations,"$37,999",$0,"$37,999"
90261,City of Covina,Reduced Reporter,Urban,DR,PT,Funds Expended on Capital,$0,$0,$0
90261,City of Covina,Reduced Reporter,Urban,DR,PT,Funds Expended on Operations,"$5,903",$0,"$5,903"
90262,City of Cudahy,Reduced Reporter,Urban,DT,PT,Funds Expended on Capital,$0,$0,$0
90262,City of Cudahy,Reduced Reporter,Urban,DT,PT,Funds Expended on Operations,"$4,752",$0,"$4,752"
90262,City of Cudahy,Reduced Reporter,Urban,MB,PT,Funds Expended on Capital,$0,$0,$0
90262,City of Cudahy,Reduced Reporter,Urban,MB,PT,Funds Expended on Operations,$0,$0,$0
90263,City of Downey,Reduced Reporter,Urban,DR,DO,Funds Expended on Capital,$0,$0,$0
90263,City of Downey,Reduced Reporter,Urban,DR,DO,Funds Expended on Operations,"$3,333",$0,"$3,333"
90263,City of Downey,Reduced Reporter,Urban,DR,PT,Funds Expended on Capital,$0,$0,$0
90263,City of Downey,Reduced Reporter,Urban,DR,PT,Funds Expended on Operations,"$9,668",$0,"$9,668"
90263,City of Downey,Reduced Reporter,Urban,MB,PT,Funds Expended on Capital,$0,$0,$0
90263,City of Downey,Reduced Reporter,Urban,MB,PT,Funds Expended on Operations,"$33,299",$0,"$33,299"
90264,City of Duarte,Reduced Reporter,Urban,MB,DO,Funds Expended on Capital,$0,$0,$0
90264,City of Duarte,Reduced Reporter,Urban,MB,DO,Funds Expended on Operations,$0,$0,$0
90265,City of El Monte ,Reduced Reporter,Urban,DR,DO,Funds Expended on Capital,$0,$0,$0
90265,City of El Monte ,Reduced Reporter,Urban,DR,DO,Funds Expended on Operations,$0,$0,$0
90265,City of El Monte ,Reduced Reporter,Urban,DR,PT,Funds Expended on Capital,$0,$0,$0
90265,City of El Monte ,Reduced Reporter,Urban,DR,PT,Funds Expended on Operations,"$11,310",$0,"$11,310"
90265,City of El Monte ,Reduced Reporter,Urban,MB,DO,Funds Expended on Capital,$0,$0,$0
90265,City of El Monte ,Reduced Reporter,Urban,MB,DO,Funds Expended on Operations,$0,"$5,906","$5,906"
90265,City of El Monte ,Reduced Reporter,Urban,MB,PT,Funds Expended on Capital,$0,$0,$0
90265,City of El Monte ,Reduced Reporter,Urban,MB,PT,Funds Expended on Operations,"$146,800",$0,"$146,800"
90266,City of Glendora,Reduced Reporter,Urban,DR,PT,Funds Expended on Capital,$0,$0,$0
90266,City of Glendora,Reduced Reporter,Urban,DR,PT,Funds Expended on Operations,"$17,126",$0,"$17,126"
90266,City of Glendora,Reduced Reporter,Urban,MB,PT,Funds Expended on Capital,$0,$0,$0
90266,City of Glendora,Reduced Reporter,Urban,MB,PT,Funds Expended on Operations,"$25,701",$0,"$25,701"
90267,City of Huntington Park,Reduced Reporter,Urban,DT,PT,Funds Expended on Capital,$0,$0,$0
90267,City of Huntington Park,Reduced Reporter,Urban,DT,PT,Funds Expended on Operations,"$46,086",$0,"$46,086"
90267,City of Huntington Park,Reduced Reporter,Urban,MB,PT,Funds Expended on Capital,$0,$0,$0
90267,City of Huntington Park,Reduced Reporter,Urban,MB,PT,Funds Expended on Operations,"$65,377",$0,"$65,377"
90268,City of Inglewood,Reduced Reporter,Urban,DR,DO,Funds Expended on Capital,$0,$0,$0
90268,City of Inglewood,Reduced Reporter,Urban,DR,DO,Funds Expended on Operations,"$3,919",$0,"$3,919"
90268,City of Inglewood,Reduced Reporter,Urban,DT,PT,Funds Expended on Capital,$0,$0,$0
90268,City of Inglewood,Reduced Reporter,Urban,DT,PT,Funds Expended on Operations,"$25,785",$0,"$25,785"
90268,City of Inglewood,Reduced Reporter,Urban,MB,DO,Funds Expended on Capital,$0,$0,$0
90268,City of Inglewood,Reduced Reporter,Urban,MB,DO,Funds Expended on Operations,$0,$0,$0
90269,Los Angeles County Dept. of Public Works - Athens Shuttle Service,Reduced Reporter,Urban,MB,PT,Funds Expended on Capital,$0,$0,$0
90269,Los Angeles County Dept. of Public Works - Athens Shuttle Service,Reduced Reporter,Urban,MB,PT,Funds Expended on Operations,"$9,394",$0,"$9,394"
90270,Los Angeles County Department of Public Works - Avocado Heights,Reduced Reporter,Urban,MB,PT,Funds Expended on Capital,$0,$0,$0
90270,Los Angeles County Department of Public Works - Avocado Heights,Reduced Reporter,Urban,MB,PT,Funds Expended on Operations,"$6,629",$0,"$6,629"
90271,Los Angeles County Department of Public Works - East L.A.,Reduced Reporter,Urban,DR,PT,Funds Expended on Capital,$0,$0,$0
90271,Los Angeles County Department of Public Works - East L.A.,Reduced Reporter,Urban,DR,PT,Funds Expended on Operations,"$6,526",$0,"$6,526"
90271,Los Angeles County Department of Public Works - East L.A.,Reduced Reporter,Urban,MB,PT,Funds Expended on Capital,$0,$0,$0
90271,Los Angeles County Department of Public Works - East L.A.,Reduced Reporter,Urban,MB,PT,Funds Expended on Operations,"$139,848",$0,"$139,848"
90272,Los Angeles County Department of Public Works - East Valinda,Reduced Reporter,Urban,MB,PT,Funds Expended on Capital,$0,$0,$0
90272,Los Angeles County Department of Public Works - East Valinda,Reduced Reporter,Urban,MB,PT,Funds Expended on Operations,"$8,520",$0,"$8,520"
90273,Los Angeles County Dept. of Public Works - Florence-Firestone,Reduced Reporter,Urban,MB,PT,Funds Expended on Capital,$0,$0,$0
90273,Los Angeles County Dept. of Public Works - Florence-Firestone,Reduced Reporter,Urban,MB,PT,Funds Expended on Operations,"$33,888",$0,"$33,888"
90274,Los Angeles County Dept. of Public Works - King Medical Center Shuttle Service,Reduced Reporter,Urban,MB,PT,Funds Expended on Capital,$0,$0,$0
90274,Los Angeles County Dept. of Public Works - King Medical Center Shuttle Service,Reduced Reporter,Urban,MB,PT,Funds Expended on Operations,$0,$0,$0
90275,Los Angeles County Dept. of Public Works - Lennox Shuttle,Reduced Reporter,Urban,MB,PT,Funds Expended on Capital,$0,$0,$0
90275,Los Angeles County Dept. of Public Works - Lennox Shuttle,Reduced Reporter,Urban,MB,PT,Funds Expended on Operations,"$12,896",$0,"$12,896"
90276,Los Angeles County Department of Public Works - South Whittier,Reduced Reporter,Urban,MB,PT,Funds Expended on Capital,$0,$0,$0
90276,Los Angeles County Department of Public Works - South Whittier,Reduced Reporter,Urban,MB,PT,Funds Expended on Operations,"$41,320",$0,"$41,320"
90277,Los Angeles County Department of Public Works - Whittier,Reduced Reporter,Urban,DR,PT,Funds Expended on Capital,$0,$0,$0
90277,Los Angeles County Department of Public Works - Whittier,Reduced Reporter,Urban,DR,PT,Funds Expended on Operations,"$14,113",$0,"$14,113"
90278,Los Angeles County Dept. of Public Works - Willowbrook Shuttle,Reduced Reporter,Urban,MB,PT,Funds Expended on Capital,$0,$0,$0
90278,Los Angeles County Dept. of Public Works - Willowbrook Shuttle,Reduced Reporter,Urban,MB,PT,Funds Expended on Operations,"$8,704",$0,"$8,704"
90279,Los Angeles County Dept. of Public Works - Willowbrook et al.,Reduced Reporter,Urban,DR,PT,Funds Expended on Capital,$0,$0,$0
90279,Los Angeles County Dept. of Public Works - Willowbrook et al.,Reduced Reporter,Urban,DR,PT,Funds Expended on Operations,"$2,215",$0,"$2,215"
90280,City of Lawndale,Reduced Reporter,Urban,MB,PT,Funds Expended on Capital,$0,$0,$0
90280,City of Lawndale,Reduced Reporter,Urban,MB,PT,Funds Expended on Operations,"$17,760",$0,"$17,760"
90281,City of Lynwood,Reduced Reporter,Urban,MB,PT,Funds Expended on Capital,$0,$0,$0
90281,City of Lynwood,Reduced Reporter,Urban,MB,PT,Funds Expended on Operations,"$39,637",$0,"$39,637"
90282,City of Malibu,Reduced Reporter,Urban,DR,PT,Funds Expended on Capital,$0,$0,$0
90282,City of Malibu,Reduced Reporter,Urban,DR,PT,Funds Expended on Operations,"$2,702",$0,"$2,702"
90283,City of Manhattan Beach ,Reduced Reporter,Urban,DR,DO,Funds Expended on Capital,$0,$0,$0
90283,City of Manhattan Beach ,Reduced Reporter,Urban,DR,DO,Funds Expended on Operations,"$6,325",$0,"$6,325"
90284,City of Maywood,Reduced Reporter,Urban,DR,PT,Funds Expended on Capital,$0,$0,$0
90284,City of Maywood,Reduced Reporter,Urban,DR,PT,Funds Expended on Operations,"$6,193",$0,"$6,193"
90284,City of Maywood,Reduced Reporter,Urban,MB,PT,Funds Expended on Capital,$0,$0,$0
90284,City of Maywood,Reduced Reporter,Urban,MB,PT,Funds Expended on Operations,$0,$0,$0
90285,City of Monrovia,Reduced Reporter,Urban,DR,PT,Funds Expended on Capital,$0,$0,$0
90285,City of Monrovia,Reduced Reporter,Urban,DR,PT,Funds Expended on Operations,"$7,608",$0,"$7,608"
90286,City of Monterey Park,Reduced Reporter,Urban,DR,DO,Funds Expended on Capital,$0,$0,$0
90286,City of Monterey Park,Reduced Reporter,Urban,DR,DO,Funds Expended on Operations,$0,$0,$0
90286,City of Monterey Park,Reduced Reporter,Urban,MB,PT,Funds Expended on Capital,$0,$0,$0
90286,City of Monterey Park,Reduced Reporter,Urban,MB,PT,Funds Expended on Operations,"$41,179",$0,"$41,179"
90287,Palos Verdes Peninsula Transit Authority,Reduced Reporter,Urban,DT,PT,Funds Expended on Capital,$0,$0,$0
90287,Palos Verdes Peninsula Transit Authority,Reduced Reporter,Urban,DT,PT,Funds Expended on Operations,"$17,183",$0,"$17,183"
90287,Palos Verdes Peninsula Transit Authority,Reduced Reporter,Urban,MB,PT,Funds Expended on Capital,$0,$0,$0
90287,Palos Verdes Peninsula Transit Authority,Reduced Reporter,Urban,MB,PT,Funds Expended on Operations,"$285,874",$0,"$285,874"
90288,City of Pico Rivera,Reduced Reporter,Urban,DR,PT,Funds Expended on Capital,$0,$0,$0
90288,City of Pico Rivera,Reduced Reporter,Urban,DR,PT,Funds Expended on Operations,$0,$0,$0
90289,City of Rosemead,Reduced Reporter,Urban,DR,PT,Funds Expended on Capital,$0,$0,$0
90289,City of Rosemead,Reduced Reporter,Urban,DR,PT,Funds Expended on Operations,"$4,357",$0,"$4,357"
90289,City of Rosemead,Reduced Reporter,Urban,MB,PT,Funds Expended on Capital,$0,$0,$0
90289,City of Rosemead,Reduced Reporter,Urban,MB,PT,Funds Expended on Operations,"$17,789",$0,"$17,789"
90290,City of Santa Fe Springs,Reduced Reporter,Urban,DR,DO,Funds Expended on Capital,$0,$0,$0
90290,City of Santa Fe Springs,Reduced Reporter,Urban,DR,DO,Funds Expended on Operations,$0,$0,$0
90291,City of South Gate,Reduced Reporter,Urban,DT,PT,Funds Expended on Capital,$0,$0,$0
90291,City of South Gate,Reduced Reporter,Urban,DT,PT,Funds Expended on Operations,"$80,913",$0,"$80,913"
90291,City of South Gate,Reduced Reporter,Urban,MB,PT,Funds Expended on Capital,$0,$0,$0
90291,City of South Gate,Reduced Reporter,Urban,MB,PT,Funds Expended on Operations,"$45,901",$0,"$45,901"
90292,City of South Pasadena,Reduced Reporter,Urban,DR,DO,Funds Expended on Capital,$0,$0,$0
90292,City of South Pasadena,Reduced Reporter,Urban,DR,DO,Funds Expended on Operations,"$5,079",$0,"$5,079"
90293,City of West Covina,Reduced Reporter,Urban,DR,PT,Funds Expended on Capital,$0,$0,$0
90293,City of West Covina,Reduced Reporter,Urban,DR,PT,Funds Expended on Operations,"$12,469",$0,"$12,469"
90293,City of West Covina,Reduced Reporter,Urban,MB,PT,Funds Expended on Capital,$0,$0,$0
90293,City of West Covina,Reduced Reporter,Urban,MB,PT,Funds Expended on Operations,"$39,654",$0,"$39,654"
90294,City of West Hollywood,Reduced Reporter,Urban,DR,PT,Funds Expended on Capital,$0,$0,$0
90294,City of West Hollywood,Reduced Reporter,Urban,DR,PT,Funds Expended on Operations,$0,$0,$0
90294,City of West Hollywood,Reduced Reporter,Urban,MB,PT,Funds Expended on Capital,$0,$0,$0
90294,City of West Hollywood,Reduced Reporter,Urban,MB,PT,Funds Expended on Operations,$0,$0,$0
90295,City of Whittier,Reduced Reporter,Urban,DR,PT,Funds Expended on Capital,$0,$0,$0
90295,City of Whittier,Reduced Reporter,Urban,DR,PT,Funds Expended on Operations,"$26,099",$0,"$26,099"
90296,City of Claremont,Reduced Reporter,Urban,DR,PT,Funds Expended on Capital,$0,$0,$0
90296,City of Claremont,Reduced Reporter,Urban,DR,PT,Funds Expended on Operations,"$9,845",$0,"$9,845"
90296,City of Claremont,Reduced Reporter,Urban,DT,PT,Funds Expended on Capital,$0,$0,$0
90296,City of Claremont,Reduced Reporter,Urban,DT,PT,Funds Expended on Operations,"$27,804",$0,"$27,804"
90297,San Luis Obispo Council of Governments,Reduced Reporter,Urban,VP,PT,Funds Expended on Capital,$0,$0,$0
90297,San Luis Obispo Council of Governments,Reduced Reporter,Urban,VP,PT,Funds Expended on Operations,"$81,524","$44,160","$125,684"
90298,County of Ventura,Reduced Reporter,Urban,MB,PT,Funds Expended on Capital,$0,$0,$0
90298,County of Ventura,Reduced Reporter,Urban,MB,PT,Funds Expended on Operations,$0,$0,$0
90299,Sonoma-Marin Area Rail Transit District,Full Reporter,Urban,CR,DO,Funds Earned During Period,"$4,094,540",$0,"$4,094,540"
90300,City of Artesia,Reduced Reporter,Urban,DT,PT,Funds Expended on Capital,$0,$0,$0
90300,City of Artesia,Reduced Reporter,Urban,DT,PT,Funds Expended on Operations,$0,$0,$0
90301,City of Lakewood ,Reduced Reporter,Urban,DR,DO,Funds Expended on Capital,$0,$0,$0
90301,City of Lakewood ,Reduced Reporter,Urban,DR,DO,Funds Expended on Operations,$0,$0,$0
90302,San Bernardino County Transportation Authority,Full Reporter,Urban,VP,PT,Funds Earned During Period,"$249,373",$0,"$249,373"
90303,Santa Barbara County Association of Governments,Reduced Reporter,Urban,CB,PT,Funds Expended on Capital,$0,$0,$0
90303,Santa Barbara County Association of Governments,Reduced Reporter,Urban,CB,PT,Funds Expended on Operations,"$869,735",$0,"$869,735"
91092,Tahoe Transportation District,Full Reporter,Urban,CB,DO,Funds Earned During Period,"$178,898",$0,"$178,898"
91092,Tahoe Transportation District,Full Reporter,Urban,DR,DO,Funds Earned During Period,"$71,200",$0,"$71,200"
91092,Tahoe Transportation District,Full Reporter,Urban,MB,DO,Funds Earned During Period,"$369,326",$0,"$369,326"
91122,Regional Transportation Authority of Pima County,Reduced Reporter,Urban,DR,PT,Funds Expended on Capital,$0,$0,$0
91122,Regional Transportation Authority of Pima County,Reduced Reporter,Urban,DR,PT,Funds Expended on Operations,"$28,230",$0,"$28,230"
91122,Regional Transportation Authority of Pima County,Reduced Reporter,Urban,MB,PT,Funds Expended on Capital,$0,$0,$0
91122,Regional Transportation Authority of Pima County,Reduced Reporter,Urban,MB,PT,Funds Expended on Operations,"$100,672",$0,"$100,672"
99262,Yurok Tribe,Reduced Reporter,Tribe,DR,DO,Funds Expended on Capital,$0,$0,$0
99262,Yurok Tribe,Reduced Reporter,Tribe,DR,DO,Funds Expended on Operations,$0,$0,$0
99262,Yurok Tribe,Reduced Reporter,Tribe,FB,DO,Funds Expended on Capital,$0,$0,$0
99262,Yurok Tribe,Reduced Reporter,Tribe,FB,DO,Funds Expended on Operations,$0,$0,$0
99286,San Carlos Apache Tribe,Reduced Reporter,Tribe,MB,DO,Funds Expended on Capital,$0,$0,$0
99286,San Carlos Apache Tribe,Reduced Reporter,Tribe,MB,DO,Funds Expended on Operations,"$27,992","$112,867","$140,859"
99298,Havasupai Tribe,Reduced Reporter,Tribe,DR,DO,Funds Expended on Capital,$0,$0,$0
99298,Havasupai Tribe,Reduced Reporter,Tribe,DR,DO,Funds Expended on Operations,$0,$0,$0
99316,Chemehuevi Indian Tribe,Reduced Reporter,Tribe,FB,DO,Funds Expended on Capital,$0,$0,$0
99316,Chemehuevi Indian Tribe,Reduced Reporter,Tribe,FB,DO,Funds Expended on Operations,"$297,314",$0,"$297,314"
99322,Fallon Paiute-Shoshone Tribe,Reduced Reporter,Tribe,MB,DO,Funds Expended on Capital,$0,$0,$0
99322,Fallon Paiute-Shoshone Tribe,Reduced Reporter,Tribe,MB,DO,Funds Expended on Operations,$0,$0,$0
99334,White Mountain Apache Tribe,Reduced Reporter,Tribe,MB,DO,Funds Expended on Capital,$0,$0,$0
99334,White Mountain Apache Tribe,Reduced Reporter,Tribe,MB,DO,Funds Expended on Operations,"$8,709",$0,"$8,709"
99340,Kaibab Band of Paiute Indians,Reduced Reporter,Tribe,DR,DO,Funds Expended on Capital,$0,$0,$0
99340,Kaibab Band of Paiute Indians,Reduced Reporter,Tribe,DR,DO,Funds Expended on Operations,$0,$0,$0
99358,Morongo Band of Mission Indians,Reduced Reporter,Tribe,DR,DO,Funds Expended on Capital,$0,$0,$0
99358,Morongo Band of Mission Indians,Reduced Reporter,Tribe,DR,DO,Funds Expended on Operations,"$3,351",$0,"$3,351"
99364,North Fork Rancheria of Mono Indians of California,Reduced Reporter,Tribe,DR,DO,Funds Expended on Capital,$0,$0,$0
99364,North Fork Rancheria of Mono Indians of California,Reduced Reporter,Tribe,DR,DO,Funds Expended on Operations,$0,$0,$0
99376,Salt River Pima-Maricopa Indian Community,Reduced Reporter,Tribe,DR,DO,Funds Expended on Capital,$0,$0,$0
99376,Salt River Pima-Maricopa Indian Community,Reduced Reporter,Tribe,DR,DO,Funds Expended on Operations,"$15,029",$0,"$15,029"
99382,Hopi Tribe,Reduced Reporter,Tribe,MB,DO,Funds Expended on Capital,$0,$0,$0
99382,Hopi Tribe,Reduced Reporter,Tribe,MB,DO,Funds Expended on Operations,$0,$0,$0
99394,Elko Band Council,Reduced Reporter,Tribe,DR,DO,Funds Expended on Capital,$0,$0,$0
99394,Elko Band Council,Reduced Reporter,Tribe,DR,DO,Funds Expended on Operations,$0,$0,$0
99406,Pyramid Lake Paiute Tribe,Reduced Reporter,Tribe,MB,DO,Funds Expended on Capital,$0,$0,$0
99406,Pyramid Lake Paiute Tribe,Reduced Reporter,Tribe,MB,DO,Funds Expended on Operations,"$3,159",$0,"$3,159"
99422,San Joaquin Council,Full Reporter,Urban,VP,PT,Funds Earned During Period,"$1,693,033",$0,"$1,693,033"
99423,City of Glendale,Full Reporter,Urban,DR,PT,Funds Earned During Period,"$48,240",$0,"$48,240"
99423,City of Glendale,Full Reporter,Urban,MB,PT,Funds Earned During Period,"$833,072",$0,"$833,072"
99424,City of Pasadena,Full Reporter,Urban,DR,PT,Funds Earned During Period,"$51,251",$0,"$51,251"
99424,City of Pasadena,Full Reporter,Urban,MB,PT,Funds Earned During Period,"$687,525",$0,"$687,525"
99425,Pomona Valley Transportation Authority,Full Reporter,Urban,DR,PT,Funds Earned During Period,"$96,578",$0,"$96,578"
99425,Pomona Valley Transportation Authority,Full Reporter,Urban,DT,PT,Funds Earned During Period,"$95,720",$0,"$95,720"
99436,Gila River Indian Community,Reduced Reporter,Tribe,MB,DO,Funds Expended on Capital,$0,$0,$0
99436,Gila River Indian Community,Reduced Reporter,Tribe,MB,DO,Funds Expended on Operations,$0,$0,$0
9R01-91001,City of Show Low,Rural Reporter,Rural,MB,PT,Funds Expended on Capital,$0,$0,$0
9R01-91001,City of Show Low,Rural Reporter,Rural,MB,PT,Funds Expended on Operations,"$31,864","$11,797","$43,661"
9R01-91010,City of Cottonwood,Rural Reporter,Rural,DR,DO,Funds Expended on Capital,$0,$0,$0
9R01-91010,City of Cottonwood,Rural Reporter,Rural,DR,DO,Funds Expended on Operations,"$16,984",$0,"$16,984"
9R01-91010,City of Cottonwood,Rural Reporter,Rural,MB,DO,Funds Expended on Capital,$0,$0,$0
9R01-91010,City of Cottonwood,Rural Reporter,Rural,MB,DO,Funds Expended on Operations,"$165,844",$0,"$165,844"
9R01-91016,"Helping Hands Agency, Inc.",Rural Reporter,Rural,MB,DO,Funds Expended on Capital,$0,$0,$0
9R01-91016,"Helping Hands Agency, Inc.",Rural Reporter,Rural,MB,DO,Funds Expended on Operations,"$7,526",$575,"$8,101"
9R01-91037,City of Bullhead,Rural Reporter,Rural,DR,DO,Funds Expended on Capital,$0,$0,$0
9R01-91037,City of Bullhead,Rural Reporter,Rural,DR,DO,Funds Expended on Operations,"$14,766","$12,347","$27,113"
9R01-91037,City of Bullhead,Rural Reporter,Rural,MB,DO,Funds Expended on Capital,$0,$0,$0
9R01-91037,City of Bullhead,Rural Reporter,Rural,MB,DO,Funds Expended on Operations,"$123,011","$7,614","$130,625"
9R01-91052,City of Douglas,Rural Reporter,Rural,DR,DO,Funds Expended on Capital,$0,$0,$0
9R01-91052,City of Douglas,Rural Reporter,Rural,DR,DO,Funds Expended on Operations,$0,$0,$0
9R01-91052,City of Douglas,Rural Reporter,Rural,MB,DO,Funds Expended on Capital,$0,$0,$0
9R01-91052,City of Douglas,Rural Reporter,Rural,MB,DO,Funds Expended on Operations,"$28,644","$4,058","$32,702"
9R01-91069,Town of Miami ,Rural Reporter,Rural,DR,DO,Funds Expended on Capital,$0,$0,$0
9R01-91069,Town of Miami ,Rural Reporter,Rural,DR,DO,Funds Expended on Operations,"$8,281",$0,"$8,281"
